exhibitor_id,company_name,country,website,pavilion,activity_1liner,products,services,target_buyers,technologies,why_target,completeness_score,data_source_strength
688,Elistair,France,http://www.elistair.com/,,"Fournit des services de sécurité (gardiennage, vidéosurveillance, intervention) pour sites sensibles.",,,"Sécurité civile, MoD / Armées",RF / micro-ondes · GNSS / GPS · cloud · imagerie thermique · robotique / autonomie,Cible commerciale sur le segment sécurité civile — à qualifier sur portefeuille produit / services.,80,high
689,Elmo Motion Control,Israel,https://www.elmomc.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
690,ELMON SA,Greece,https://www.elmon.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
691,ELNO,France,https://www.elno.fr/,,Preferences Preferences Le stockage ou l’accès technique est nécessaire dans la finalité d’intérêt légitime de stocker des préférences qu…,équipement du fantassin · équipement logistique · véhicules militaires · munitions,MCO / MRO · certification / tests,"MoD / Armées, Sécurité civile",textiles techniques tactiques · véhicules tout-terrain · matériaux énergétiques,"Acheteur potentiel de optronique fantassin, énergie portative, textiles techniques pour ses lignes équipement fantassin — également compétiteur sur le segment équipement fantassin.",100,high
692,ELYNXO,France,http://www.elynxo.fr/,,Conçoit et fabrique des optroniques et viseurs pour armes individuelles et plateformes.,fusils d'assaut · pistolets de service · fusils de précision,MCO / MRO · formation · certification / tests · ingénierie / conseil · sous-traitance,"MoD / Armées, Sécurité civile, Export / international",mécanique d'armement,Compétiteur sur armes légères pour fantassins et police — acheteur de matériaux énergétiques et composants mécaniques de précision.,100,high
693,EM&E,Spain,https://www.eme-es.com/,,El consentimiento de estas tecnologías nos permitirá procesar datos como el comportamiento de navegación o las identificaciones únicas en…,drones aériens · systèmes anti-drone · équipement logistique · logiciels métier défense · moteurs / propulsion,certification / tests,MoD / Armées,cloud · GNSS / GPS · robotique / autonomie,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
694,Emaan International Company,Saudi Arabia,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
695,EMAG,Germany,http://www.emag.com/,,"Defense Industry: Manufacturing solutions for the highest productivity level
The EMAG Group is a leading supplier of manufacturing system…",,distribution / représentation,Export / international,Lidar / Laser · matériaux composites · robotique / autonomie,Canal de distribution sur le marché export / international — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,80,medium
696,Embedl,Sweden,http://www.embedl.com/,,Édite des solutions d'IA et fusion de capteurs pour la défense.,modules IA de détection automatique · logiciels de fusion de capteurs · plateformes IA tactiques,certification / tests · intégration de systèmes,"MoD / Armées, Primes défense, Sécurité civile, Export / international",IA / vision · vision par ordinateur,Pépite IA — partenaire pour primes optronique et intégrateurs ISR cherchant des briques de détection automatique temps réel.,100,medium
697,EMBERION LTD,United-Kingdom,http://www.emberion.com/,,"Distribue des capteurs embarqués, systèmes optroniques, véhicules militaires pour armées et forces de sécurité.",capteurs embarqués · systèmes optroniques · véhicules militaires · réseaux de communication · logiciels métier défense,certification / tests · distribution / représentation · intégration de systèmes,"Sécurité civile, MoD / Armées",imagerie thermique · robotique / autonomie · RF / micro-ondes · Lidar / Laser,Canal de distribution sur le marché sécurité civile — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
698,EMBRAER,Brazil,http://embraer.com/defense-security-overview/en/,,(données publiques trop pauvres pour qualification fiable — fournisseur défense/sécurité présumé),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,medium
699,EMD,France,http://www.emd-pro.com/,,Contact - EMD Equipementier des métiers de la défense | Besoin d’informations sur nos équipements ?,drones aériens · stations de contrôle au sol · modules charge utile drones · équipement logistique · modules de transport tactique · ensembles palettisés militaires,,MoD / Armées,cloud · RF / micro-ondes,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
700,Emergent Swarm Solutions,Netherlands,https://emergentswarms.com/,,"Conçoit et fabrique des drones aériens, capteurs embarqués, logiciels métier défense.",drones aériens · capteurs embarqués · logiciels métier défense · robots terrestres (UGV) · équipement logistique,,MoD / Armées,GNSS / GPS · robotique / autonomie · simulation,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
701,Emiliana Serbatoi,Italy,http://www.emilianaserbatoi.com/,,"Conçoit et fabrique des véhicules militaires, équipement logistique, logiciels métier défense.",véhicules militaires · équipement logistique · logiciels métier défense,intégration de systèmes,MoD / Armées,véhicules tout-terrain · cloud · IA / vision,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
702,Emirates Cable Corporation Interconnect (ECCI),United Arab Emirates,https://ecci.ae/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
703,EMITECH,France,http://www.emitech.fr/,,Les essais sont une opportunité pour démontrer qu'un équipement fonctionnera comme attendu.,drones aériens · capteurs embarqués · équipement logistique · batteries / sources d'énergie · moteurs / propulsion,formation · certification / tests · ingénierie / conseil · distribution / représentation · intégration de systèmes,MoD / Armées,GNSS / GPS · RF / micro-ondes · cybersécurité · simulation,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
704,EMJ Metāls SIA,Latvia,http://www.emjmetals.lv/,,"EMJ Metāls SIA (Latvia, EU/NATO) is a metal processing company delivering sheet metal components and welded structures for defence indust…",,,,Lidar / Laser,"Sous-traitant éligible pour les primes défense (mécanique, composants, ingénierie) — fournisseur potentiel pour pièces série courte certifiées EN9100/AQAP.",65,medium
705,Empact ApS,Denmark,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
706,EMPL,Austria,https://www.empl.at/,,"Conçoit et fabrique des véhicules militaires, véhicules tactiques, ensembles spéciaux pour véhicules militaires pour forces de sécurité.",véhicules militaires · véhicules tactiques · ensembles spéciaux pour véhicules militaires,,Sécurité civile,véhicules tout-terrain,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
707,EMS Concept,France,https://www.ems-concept.com/,,Notre équipe Notre histoire Services Rejoignez-nous Blog et actualités FAQ Catalogue Accueil à propos Qui sommes-nous?,équipement logistique · véhicules militaires · robots terrestres (UGV) · moteurs / propulsion,certification / tests · distribution / représentation,MoD / Armées,robotique / autonomie,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
708,EMTECH,USA,https://www.emtechinc.net/,,"Conçoit et fabrique des véhicules militaires, logiciels métier défense, réseaux de communication.",véhicules militaires · logiciels métier défense · réseaux de communication · systèmes navals,,MoD / Armées,cloud · big data / analyse,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
709,ENAG,France,https://www.enag.fr/,,"Conçoit et fabrique des batteries / sources d'énergie, moteurs / propulsion, pièces mécaniques pour forces de sécurité.",batteries / sources d'énergie · moteurs / propulsion · pièces mécaniques,,Sécurité civile,RF / micro-ondes,Compétiteur sur batteries / sources d'énergie — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,medium
710,ENCORP LTD,Cyprus,https://encorp.eu/,,"Conçoit et fabrique des véhicules militaires, radars, systèmes optroniques pour armées et forces de sécurité.",véhicules militaires · radars · systèmes optroniques · réseaux de communication,MCO / MRO,"Sécurité civile, MoD / Armées",véhicules tout-terrain · radar AESA · RF / micro-ondes · imagerie thermique,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
711,Energetics Technology ltd,United-Kingdom,https://www.energetics-technology.com/,,"Conçoit et fabrique des logiciels métier défense, équipement logistique, moteurs / propulsion.",logiciels métier défense · équipement logistique · moteurs / propulsion,,,cloud · IA / vision · moteurs aéronautiques,À qualifier — données publiques insuffisantes pour trancher.,75,medium
712,ENERGIE METAL,France,https://www.energie-metal.fr/,,Conçoit et fabrique des équipements de soudage industriel pour la défense et l'aéronautique.,,MCO / MRO · certification / tests,"Sécurité civile, Primes défense, MoD / Armées",matériaux composites · Lidar / Laser,Prestataire potentiel de MCO / MRO pour sécurité civile — partenaire pour les marchés publics et industriels associés.,80,medium
713,Engineering Conception Maintenance,France,https://www.ecm-crit.com/,,ECM - Filiale Ingénierie et Conseil en Technologies du groupe CRIT. | ECM est la filiale Ingénierie et Conseil en Technologies du groupe…,équipement logistique · véhicules militaires · composants électroniques · batteries / sources d'énergie · moteurs / propulsion,ingénierie / conseil · certification / tests · MCO / MRO,Primes défense,cloud · simulation · matériaux composites,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
714,Enidine,USA,https://www.enidine.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
715,Ensign-Bickford Aerospace & Defense,USA,http://www.ebad.com/,,"Conçoit et fabrique des explosifs militaires, propergols et matériaux énergétiques.",générateurs portables · groupes électrogènes mobiles · kits énergie tactique · batteries haute densité,,"MoD / Armées, Primes défense, Sécurité civile, Export / international",énergie portative · électronique de puissance,"Acheteur potentiel de batteries Li-ion militaires, modules de gestion d'énergie embarqués et composants de génération électrique.",100,medium
716,ENSTROM HELICOPTER CORPORATION,USA,http://www.enstromhelicopter.com/,,"Conçoit et fabrique des équipement logistique, moteurs / propulsion, réseaux de communication pour armées et forces de sécurité.",équipement logistique · moteurs / propulsion · réseaux de communication · véhicules militaires · radars,formation · MCO / MRO · certification / tests,"Sécurité civile, MoD / Armées",GNSS / GPS,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,high
717,Entremonde Polycoaters Limited,India,http://www.entremonde.com/,,"Conçoit et fabrique des équipement NRBC, radars, véhicules militaires pour armées.",équipement NRBC · radars · véhicules militaires · capteurs embarqués · systèmes optroniques,,MoD / Armées,imagerie thermique,Compétiteur sur équipement NRBC — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,high
718,EO SECURITY s.r.o.,Czech Republic,https://www.eo-security.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
719,EODH SA,Greece,http://www.eodh-protection.com/,,"Conçoit et fabrique des véhicules militaires, protection balistique, drones aériens.",véhicules militaires · protection balistique · drones aériens · systèmes anti-drone · robots terrestres (UGV),,"MoD / Armées, Export / international",RF / micro-ondes,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
720,EOS GmbH,Germany,http://www.eos.info/,,Conçoit des solutions de fabrication additive pour l'industrie défense et aéronautique.,machines de fabrication additive · plateformes FA métal · logiciels d'industrialisation FA · matières premières poudres métalliques,ingénierie / conseil · MCO / MRO · certification / tests,"Primes défense, Industriels défense, Export / international, Sécurité civile",fabrication additive · matériaux composites,Compétiteur sur les machines FA — partenaire pour primes cherchant à industrialiser l'impression 3D métal pour pièces de rechange critiques.,100,high
721,EOS TECHNOLOGIE,France,https://www.eos-technologie.com/,,"Conçoit et fabrique des drones aériens, radars, munitions pour primes et armées.",drones aériens · radars · munitions · équipement logistique · moteurs / propulsion,certification / tests · MCO / MRO,"MoD / Armées, Primes défense, Export / international",RF / micro-ondes · robotique / autonomie · Lidar / Laser · matériaux composites,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,high
722,EOST,South-Korea,https://www.eosystem.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
723,EPCI,France,www.epciengineering.com,,EPCI ENGINEERING est une société d’ingénierie intervenant dans le domaine de la fixation en tant que prescripteur de solutions techniques.,,,,,À qualifier — données publiques insuffisantes pour trancher.,40,low
724,Epec Oy,Finland,http://www.epec.fi/,,"A system supplier specializing in advanced control systems, software, e-powertrain solutions,  autonomous, assistance and perception syst…",,ingénierie / conseil · formation · services cloud / données · sous-traitance · certification / tests,,cloud · robotique / autonomie · simulation,Prestataire potentiel de ingénierie / conseil pour des programmes défense/sécurité — à qualifier en discovery call.,65,medium
725,Ephyca,Belgium,https://www.ephyca.com/,,"Conseille en ingénierie sur des capteurs embarqués, logiciels métier défense, drones aériens pour armées et forces de sécurité.",capteurs embarqués · logiciels métier défense · drones aériens · simulateurs d'entraînement · équipement logistique,certification / tests · ingénierie / conseil,"MoD / Armées, Sécurité civile, Export / international",simulation · cryptographie,"Acheteur potentiel de composants électroniques, optique, packaging hyperfréquence pour ses lignes capteurs — également compétiteur sur le segment capteurs.",100,high
726,EPSI,France,http://epsi-radars.fr/,,A French company producing radar detection solutions for securing sensitive sites and events.,radars de surveillance · modules de traitement signal · antennes radar,formation,"MoD / Armées, Primes défense, Export / international, Sécurité civile",radar AESA · RF / micro-ondes,"Compétiteur sur radars tactiques — acheteur de RF / micro-ondes, antennes phased-array et traitement signal embarqué.",100,high
727,EPSILON,France,http://www.epsilon-tolerie.fr/,,"Specializing in custom sheet metal work for 50 years, EPSILON manufactures custom welded parts and sub-assemblies, from prototypes to sma…",,ingénierie / conseil · certification / tests · sous-traitance,,Lidar / Laser,"Sous-traitant éligible pour les primes défense (mécanique, composants, ingénierie) — fournisseur potentiel pour pièces série courte certifiées EN9100/AQAP.",65,medium
728,Epsilor-Electric Fuel Ltd,Israel,http://www.epsilor.com/,,"Distribue des véhicules militaires, drones aériens, batteries / sources d'énergie pour armées et forces de sécurité.",véhicules militaires · drones aériens · batteries / sources d'énergie · réseaux de communication · robots terrestres (UGV),certification / tests · distribution / représentation,"MoD / Armées, Primes défense, Sécurité civile",robotique / autonomie,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
729,EQUANS,France,http://equans.fr/,,"En savoir plus Digitalisation des transports Électrification ferroviaire Signalisation, télécommunications et sûreté/sécurité Refrigérati…",batteries / sources d'énergie · capteurs embarqués · équipement NRBC · logiciels métier défense · réseaux de communication,formation · certification / tests · ingénierie / conseil · MCO / MRO · distribution / représentation,"MoD / Armées, Sécurité civile",cloud · cryptographie · cybersécurité · simulation,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
730,EQUIMODAL,Spain,http://www.equimodal.com/,,"Equimodal leads in containerised solutions, merging cutting-edge engineering with global compliance.",,ingénierie / conseil · intégration de systèmes,,,Prestataire potentiel de ingénierie / conseil pour des programmes défense/sécurité — à qualifier en discovery call.,50,medium
731,"EQUIPOS MOVILES DE CAMPANA ARPA, S.A.U.",Spain,https://www.arpaemc.com/,,"Conçoit et fabrique des réseaux de communication militaires, infrastructure RF durcie, stations de commandement.",réseaux de communication militaires · infrastructure RF durcie · stations de commandement · réseaux de communication,,,RF / micro-ondes · 5G / sans-fil,À qualifier — données publiques insuffisantes pour trancher.,75,low
732,ERA A.S.,Czech Republic,http://www.era.aero/,,"Conçoit et fabrique des véhicules militaires, capteurs embarqués, réseaux de communication pour armées et forces de sécurité.",véhicules militaires · capteurs embarqués · réseaux de communication · systèmes satellitaires · radars,,"Sécurité civile, MoD / Armées, Primes défense, Export / international",RF / micro-ondes,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
733,ERARD INDUSTRIE,France,https://www.erard-industrie.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
734,ERASER,Latvia,https://eraser.lv/,,"Conçoit et fabrique des équipement logistique, modules de transport tactique, ensembles palettisés militaires.",équipement logistique · modules de transport tactique · ensembles palettisés militaires · composants électroniques · modules d'alimentation durcis · cartes électroniques industrielles,,,microélectronique durcie,À qualifier — données publiques insuffisantes pour trancher.,75,medium
735,Ericsson,Sweden,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
736,ERLA TECHNOLOGIES S.A.S.,France,http://erla.fr/,,"Our company, Erla Technologies SAS, has specialised for more than 30 years in designing, manufacturing, installing and maintaining a huge…",,ingénierie / conseil · formation,Sécurité civile,GNSS / GPS · robotique / autonomie · Lidar / Laser,Prestataire potentiel de ingénierie / conseil pour sécurité civile — partenaire pour les marchés publics et industriels associés.,80,high
737,ERM Fab&Test,France,http://www.erm-fabtest.com/,,"Conçoit solutions for demanding industrial applications, including defense.",,,,,À qualifier — données publiques insuffisantes pour trancher.,40,medium
738,Esh-tech Systems,Israel,https://www.esh-tech.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
739,ESSETI PRINTED CIRCUIT BOARD,Italy,http://www.circuiti-stampati.com/,,"Based in Argelato (Bologna), Esseti is a leader in high-performance Printed Circuit Boards.",,certification / tests,Primes défense,RF / micro-ondes,"Sous-traitant éligible pour les primes défense (mécanique, composants, ingénierie) — fournisseur potentiel pour pièces série courte certifiées EN9100/AQAP.",80,medium
740,ESSONNE SECURITE SIDES ARMORIC HOLDING,France,http://www.essonnesecurite.fr/,,"Conçoit et fabrique des véhicules militaires, véhicules tactiques pour armées et forces de sécurité.",véhicules militaires · véhicules tactiques · ensembles spéciaux pour véhicules militaires,MCO / MRO,"MoD / Armées, Sécurité civile",véhicules tout-terrain,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
741,Estonian Defence and Aerospace Industry Association,Estonia,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
742,ETENDARD,France,http://etendard.tech/,,Spécialisée dans Defense and Security land mobility.,,formation,"MoD / Armées, Sécurité civile",,Prestataire potentiel de formation pour mod / armées — partenaire pour les marchés publics et industriels associés.,65,high
743,Eternum Ltd.,Hungary,https://www.eternum.com/en,,"Conçoit et fabrique des réseaux de communication militaires, infrastructure RF durcie, stations de commandement.",réseaux de communication militaires · infrastructure RF durcie · stations de commandement · réseaux de communication,,Export / international,RF / micro-ondes · 5G / sans-fil,Compétiteur sur réseaux de communication militaires — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,low
744,ETHEREAL MACHINES,India,http://etherealmachines.com/,,Sous-traite l'usinage mécanique pour la défense et l'industrie.,pièces usinées de précision · ensembles micro-mécaniques · composants CNC complexes,sous-traitance · certification / tests · intégration de systèmes,"Primes défense, Industriels défense",mécanique de précision · usinage 5 axes,"Sous-traitant éligible EN9100/AQAP — fournisseur potentiel pour pièces série courte des programmes défense (Scorpion, Eurofighter, MGCS).",100,high
745,Etienne Lacroix Logistics,France,https://www.etienne-lacroix-logistics.com/,,Nos véhicules sont géo localisables et notre personnel formé à l’ADR apporte son expertise à tous les stades de la gestion de l’expédition.,équipement logistique · véhicules militaires · réseaux de communication · logiciels métier défense,ingénierie / conseil · formation · certification / tests · distribution / représentation,Sécurité civile,véhicules tout-terrain · RF / micro-ondes · 5G / sans-fil · cloud,Canal de distribution sur le marché sécurité civile — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
746,"ETL Co., Ltd. (Stealth Technology)",South-Korea,https://www.etlst.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
747,ETRI (ROSENBERG VENDOME),France,http://www.etrinet.com/,,"ETRI fans provide reliable, high-performance ventilation solutions for cooling equipment and circulating ambient air.",,ingénierie / conseil,,,Prestataire potentiel de ingénierie / conseil pour des programmes défense/sécurité — à qualifier en discovery call.,50,medium
748,ETRONIKA,Poland,http://www.etronika.pl/start-en/,,Conçoit et fabrique des sous-systèmes techniques pour la défense et l'aéronautique.,,certification / tests,"MoD / Armées, Sécurité civile",Lidar / Laser · imagerie thermique,Prestataire potentiel de certification / tests pour mod / armées — partenaire pour les marchés publics et industriels associés.,80,high
749,ETS GABRIEL ET CIE,France,https://www.gabriel-lyon.fr/,,L’entreprise dispose de nombreux équipements et savoir-faire lui permettant d’être très intègres en interne sur la plupart des composants…,véhicules militaires · véhicules tactiques · ensembles spéciaux pour véhicules militaires · batteries militaires · packs énergie pour drones · modules de gestion d'énergie · batteries / sources d'énergie,,MoD / Armées,véhicules tout-terrain · énergie portative,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,medium
750,EUCLIDE INDUSTRIE,France,http://www.euclide.pro/,,"A world-class European contract manufacturer of complex, high-precision mechanics for aerospace, defense and energy, with nearly 50 year.",plateforme cybersécurité OT · outils d'audit ICS / SCADA,certification / tests,"Sécurité civile, MoD / Armées, Industriels défense, Primes défense",cybersécurité OT / ICS,Niche cybersécurité industrielle — partenaire pour la protection d'infrastructures critiques et bases militaires.,80,high
751,EURENCO S.A.S.,France,http://www.eurenco.com/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
752,"EURO SECURITY PRODUCTS, S.R.O.",Czech Republic,http://www.esp-products.com/,,"Conçoit et fabrique des armes légères, accessoires d'armement, ensembles mécaniques pour armes pour armées et forces de sécurité.",armes légères · accessoires d'armement · ensembles mécaniques pour armes · armes,formation,"MoD / Armées, Sécurité civile",mécanique d'armement,"Acheteur potentiel de mécanique de précision, optronique, matériaux énergétiques pour ses lignes armes — également compétiteur sur le segment armes.",100,high
753,EUROATLAS GmbH,Germany,https://www.euroatlas.com/,,"Conçoit et fabrique des drones aériens, systèmes anti-drone, systèmes optroniques pour armées et forces de sécurité.",drones aériens · systèmes anti-drone · systèmes optroniques · équipement logistique · batteries / sources d'énergie,certification / tests · intégration de systèmes,"MoD / Armées, Sécurité civile, Primes défense, Export / international",robotique / autonomie · cloud · GNSS / GPS · Lidar / Laser · matériaux composites,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,high
754,EURO-COMPOSITES® S.à r.l.,Luxembourg,http://www.euro-composites.com/,,Conçoit et fournit des matériaux composites et structures pour la défense et l'aéronautique.,matériaux composites carbone · structures composites aéronautiques · pré-imprégnés,formation · certification / tests,"Primes défense, Industriels défense, Export / international, Sécurité civile",matériaux composites · composites carbone,"Fournisseur Tier-1 composites — partenaire pour primes aéro, hélico et naval (structures, capots, radomes).",100,high
755,EUROHEATER AS,Norway,http://euroheater.no/,,"Euroheater AS deliver the next generation of Tactical Heating Systems to defence forces, first responders, and professional users across…",,,"Sécurité civile, Export / international",,Cible commerciale sur le segment sécurité civile — à qualifier sur portefeuille produit / services.,65,medium
756,EUROPEAN DEFENCE AGENCY,Greece,,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,0,very_low
757,EUROPEAN DEFENSE ECONOMIC NETWORKS,France,http://www.edencluster.com/,,Pilote la défense nationale et conduit les achats militaires publics.,achat public défense · politique industrielle militaire · passation de marchés publics défense · coopération inter-États défense,MCO / MRO · sous-traitance · formation · certification / tests · ingénierie / conseil,"MoD / Armées, Export / international, Sécurité civile",,Acheteur public défense — porte d'entrée pour fournisseurs cherchant à pénétrer le marché public militaire local.,85,high
758,EUROPLAST-NYCAST,Germany,http://www.europlast-nycast.de/,,(données publiques trop pauvres pour qualification fiable),,,,,À qualifier — données publiques insuffisantes pour trancher.,15,low
759,EUROPROTECT FRANCE SA,France,http://www.europrotect.fr/,,"Conçoit et fabrique des matériaux composites, panneaux composites sur-mesure, structures composites pour forces de sécurité.",matériaux composites · panneaux composites sur-mesure · structures composites,certification / tests · formation,Sécurité civile,matériaux composites,Compétiteur sur matériaux composites — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,medium
760,EUROSAM,France,http://www.eurosam.com/,,"A Franco-Italian joint venture established by MBDA France, MBDA Italy, and Thales.",,support opérationnel · MCO / MRO · certification / tests,MoD / Armées,,Prestataire potentiel de support opérationnel pour mod / armées — partenaire pour les marchés publics et industriels associés.,65,high
761,EUROSATCOM & VSATECH Associé,France,http://eurosatcom.eu/,,Conçoit et exploite des systèmes satellitaires pour la défense et les communications gouvernementales.,,formation,"MoD / Armées, Sécurité civile",RF / micro-ondes · GNSS / GPS · 5G / sans-fil,Prestataire potentiel de formation pour mod / armées — partenaire pour les marchés publics et industriels associés.,80,high
762,EUROSPIKE GMBH,Germany,https://www.eurospike.com/,,Conçoit et fabrique des missiles et armements guidés pour les armées.,missiles guidés · armements air-sol · armements anti-tank,formation · intégration de systèmes,"MoD / Armées, Primes défense, Export / international",matériaux énergétiques · guidage IR / radar,"Compétiteur sur missiles guidés — acheteur stratégique de composants embarqués (autodirecteurs, propulseurs, matériaux énergétiques).",100,medium
763,EUROTECH INTERNATIONAL,France,https://www.eurotech-intl.com/,,NOTRE EXPÉRIENCE EST « COMBAT PROVEN » AUPRÈS DE DONNEURS D'ORDRES MAJEURS DU SECTEUR VOUS SOUHAITEZ RÉDUIRE LES COÛTS DE VOTRE SUPPLY CH…,logiciels métier défense · robots terrestres (UGV) · équipement logistique,MCO / MRO · ingénierie / conseil · formation,"Sécurité civile, MoD / Armées",cloud · robotique / autonomie,"Acheteur potentiel de infrastructure cloud souveraine, IA, cyber pour ses lignes logiciels — également compétiteur sur le segment logiciels.",100,high
764,EuroTrophy GmbH,Germany,http://www.euro-trophy.de/,,"The European hub for the marketing, sale and production of the Trophy® Active Protection System (APS).",,,,,À qualifier — données publiques insuffisantes pour trancher.,40,medium
765,Evertz,Canada,https://www.evertz.com/,,"Distribue des systèmes optroniques, logiciels métier défense, systèmes satellitaires pour forces de sécurité.",systèmes optroniques · logiciels métier défense · systèmes satellitaires,distribution / représentation,Sécurité civile,cloud · RF / micro-ondes · big data / analyse,Canal de distribution sur le marché sécurité civile — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,medium
766,Eviden,France,http://eviden.com/,,The Atos Group brand for hardware and software products with c.,,ingénierie / conseil · certification / tests · services cloud / données · distribution / représentation · intégration de systèmes,"MoD / Armées, Sécurité civile, Export / international",IA / vision · cloud · 5G / sans-fil · cryptographie · cybersécurité,Prestataire potentiel de ingénierie / conseil pour mod / armées — partenaire pour les marchés publics et industriels associés.,80,high
767,EVPÚ a.s.,Slovakia,https://www.evpu.sk/,,"Conçoit et fabrique des équipement logistique, modules de transport tactique, ensembles palettisés militaires pour primes défense.",équipement logistique · modules de transport tactique · ensembles palettisés militaires · drones aériens · stations de contrôle au sol · modules charge utile drones,,Primes défense,vol autonome · RF / micro-ondes,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
768,EVPU DEFENCE A. S.,Czech Republic,http://www.evpudefence.com/,,"Fournit des services de sécurité (gardiennage, vidéosurveillance, intervention) pour sites sensibles.",,distribution / représentation,"MoD / Armées, Sécurité civile, Primes défense",imagerie thermique · IA / vision · Lidar / Laser · simulation · GNSS / GPS,Prestataire potentiel de distribution / représentation pour mod / armées — partenaire pour les marchés publics et industriels associés.,80,high
